"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4182","Негативный тест: проверка отображения ошибки при попытке нажатия 'Deposit' без указания суммы","","2026-09-02","passed","2026-09-02","","ui_tests.DepositTests","ui_tests.DepositTests","userSeesErrorMessageWhenClickDepositButtonWithoutAmount"
"","2352","Негативный тест: при переводе денег во время проверки на мошенничество запрос упал с 400 ошибкой","","2026-09-02","passed","2026-09-02","","api_tests.TransferMoneyWithFraudChecksTests","api_tests.TransferMoneyWithFraudChecksTests","userCanTransferMoneyAfterApproveTransferWhenBadRequestDuringFraudCheck"
"","0","Позитивный тест: проверка возможности перевода денег на тот же аккаунт с которого происходит перевод","","2026-09-02","skipped","2026-09-02","","ui_tests.TransferTests","ui_tests.TransferTests","userCanTransferMoneyToSameAccountOld"
"","0","Позитивный тест: проверка, что пользователь может просмотреть выполненные транзакции по своим аккаунтам","","2026-09-02","skipped","2026-09-02","","ui_tests.TransferTests","ui_tests.TransferTests","userCanSeeHisTransactionHistoryOld"
"","1016","Негативный тест: пользователь не может пополнить свой аккаунт суммой меньше 0.01 [2] incomingMoney=0.0, expectedBalance=0.0, errorMessage=Invalid account or amount","","2026-09-02","passed","2026-09-02","","api_tests.DepositMoneyTests","api_tests.DepositMoneyTests","userCannotDepositHisAccountMoneyLessThanMiniumLimit"
"","0","Позитивный тест: пользователь может переводить деньги между своими же аккаунтами","","2026-09-02","skipped","2026-09-02","","ui_tests.TransferTests","ui_tests.TransferTests","userCanTransferMoneyBetweenHisAccountsOld"
"","5242","Негативный тест: проверка отображения ошибки при попытке перевода денег на несуществующий аккаунт","","2026-09-02","passed","2026-09-02","","ui_tests.TransferTests","ui_tests.TransferTests","userSeesErrorMessageWhenTransferMoneyToUnexistedAccount"
"","0","Позитивный тест: пользователь может переводить деньги на аккаунт другого пользователя","","2026-09-02","skipped","2026-09-02","","ui_tests.TransferTests","ui_tests.TransferTests","userCanTransferMoneyToSomeoneElseExistedAccountOld"
"","2080","Негативный тест: пользователь не может переводить сумму меньше 0.01 [1] moneyToDeposit=0.1, moneyToTransfer=-0.01, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","2026-09-02","passed","2026-09-02","","api_tests.TransferMoneyTests","api_tests.TransferMoneyTests","userCannotTransferMoneyToSomeoneElseExistedAccountLessThanMinimumLimit"
"","6228","Негативный тест: проверка отображения ошибки при попытке перевода денег, когда баланс равен 0","","2026-09-02","passed","2026-09-02","","ui_tests.TransferTests","ui_tests.TransferTests","userSeesErrorMessageWhenHisBalanceIsZeroAndHeTransferMoney"
